tokens,;ner_tags
trascrizione;O
fattore;O
in;O
murina;B-Organismo
pelle;B-Organo
attuale;O
esposizione;O
a;O
cumene;B-Semplice_chimico
idroperossido;I-Semplice_chimico
.;O
;
Biologico;B-Semplice_chimico
perossidi;I-Semplice_chimico
""",""";O
ampiamente;O
Usato;O
in;O
il;O
chimico;O
e;O
farmaceutico;O
industrie;O
""",""";O
Potere;O
atto;O
come;O
pelle;B-Cancro
tumore;I-Cancro
promotori;O
e;O
causa;O
epidermico;B-Formazione_patologica
iperplasia;I-Formazione_patologica
.;O
;
Essi;O
sono;O
anche;O
conosciuto;O
a;O
grilletto;O
gratuito;B-Semplice_chimico
radicale;I-Semplice_chimico
generazione;O
.;O
;
Il;O
regalo;O
studio;O
valutato;O
il;O
effetto;O
di;O
cumene;B-Semplice_chimico
idroperossido;I-Semplice_chimico
(;O
Cum;B-Semplice_chimico
-;I-Semplice_chimico
Ooh;I-Semplice_chimico
);O
Su;O
il;O
induzione;O
di;O
attivatore;B-Gene_o_prodotto_genico
proteina;I-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
1;I-Gene_o_prodotto_genico
(;O
Ap;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
1;I-Gene_o_prodotto_genico
);O
""",""";O
quale;O
è;O
collegato;O
a;O
il;O
espressione;O
di;O
geni;O
regolazione;O
cellula;B-Cellula
proliferazione;O
""",""";O
crescita;O
e;O
trasformazione;O
.;O
;
""",""";O
noi;O
segnalato;O
Quello;O
attuale;O
esposizione;O
a;O
Cum;B-Semplice_chimico
-;I-Semplice_chimico
Ooh;I-Semplice_chimico
causato;O
formazione;O
di;O
gratuito;B-Semplice_chimico
radicali;I-Semplice_chimico
e;O
ossidativo;O
fatica;O
in;O
il;O
pelle;B-Organo
di;O
vitamina;B-Semplice_chimico
E;I-Semplice_chimico
-;O
carente;O
.;O
;
Il;O
regalo;O
studio;O
Usato;O
JB6;O
P;O
+;O
topo;B-Organismo
epidermico;O
cellule;O
e;O
Ap;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
1;I-Gene_o_prodotto_genico
-;O
luciferasi;B-Gene_o_prodotto_genico
reporter;O
Transgenico;O
a;O
identificare;O
se;O
esposizione;O
a;O
Cum;B-Semplice_chimico
-;I-Semplice_chimico
Ooh;I-Semplice_chimico
causato;O
Attivazione;O
di;O
Ap;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
1;I-Gene_o_prodotto_genico
""",""";O
ossidativo;O
fatica;O
""",""";O
esaurimento;O
di;O
antiossidanti;O
e;O
tumore;B-Cancro
formazione;O
durante;O
Due;O
-;O
palcoscenico;O
carcinogenesi;O
.;O
;
In;O
vitro;O
Studi;O
trovato;O
Quello;O
esposizione;O
a;O
Cum;B-Semplice_chimico
-;I-Semplice_chimico
Ooh;I-Semplice_chimico
ridotto;O
il;O
livello;O
di;O
glutatione;B-Semplice_chimico
(;O
Gsh;B-Semplice_chimico
);O
in;O
topo;B-Organismo
epidermico;B-Cellula
cellule;I-Cellula
(;O
JB6;B-Cellula
P;I-Cellula
+;I-Cellula
);O
e;O
causato;O
il;O
induzione;O
di;O
Ap;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
1;I-Gene_o_prodotto_genico
.;O
;
primed;O
dimetil;B-Semplice_chimico
-;I-Semplice_chimico
Benz;I-Semplice_chimico
[;I-Semplice_chimico
un;I-Semplice_chimico
];I-Semplice_chimico
antracene;I-Semplice_chimico
(;O
Dmba;B-Semplice_chimico
);O
erano;O
topicamente;O
esposto;O
a;O
Cum;B-Semplice_chimico
-;I-Semplice_chimico
Ooh;I-Semplice_chimico
(;O
82;O
.;O
6;O
micromol;O
);O
o;O
il;O
positivo;O
controllo;O
""",""";O
12;B-Semplice_chimico
-;I-Semplice_chimico
O;I-Semplice_chimico
-;I-Semplice_chimico
tetradecanoylphorbol;I-Semplice_chimico
-;I-Semplice_chimico
13;I-Semplice_chimico
-;I-Semplice_chimico
acetato;I-Semplice_chimico
(;O
TPA;B-Semplice_chimico
""",""";O
17;O
nmol;O
);O
""",""";O
settimanalmente;O
per;O
29;O
settimane;O
.;O
;
Attivazione;O
di;O
Ap;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
1;I-Gene_o_prodotto_genico
in;O
pelle;B-Organo
era;O
rilevato;O
come;O
presto;O
come;O
2;O
settimane;O
Cum;B-Semplice_chimico
-;I-Semplice_chimico
Ooh;I-Semplice_chimico
o;O
TPA;B-Semplice_chimico
esposizione;O
.;O
;
No;O
Ap;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
1;I-Gene_o_prodotto_genico
espressione;O
era;O
trovato;O
19;O
settimane;O
dopo;O
iniziazione;O
.;O
;
Papilloma;B-Formazione_patologica
formazione;O
era;O
osservato;O
in;O
entrambi;O
il;O
Dmba;B-Semplice_chimico
-;O
TPA;B-Semplice_chimico
-;O
e;O
Dmba;B-Semplice_chimico
-;O
Cum;B-Semplice_chimico
-;I-Semplice_chimico
Ooh;I-Semplice_chimico
-;O
esposto;O
animali;B-Organismo
""",""";O
invece;O
pelle;B-Cancro
carcinomi;I-Cancro
erano;O
trovato;O
soltanto;O
in;O
il;O
Dmba;B-Semplice_chimico
-;O
Cum;B-Semplice_chimico
-;I-Semplice_chimico
Ooh;I-Semplice_chimico
-;O
trattati;O
.;O
;
UN;O
maggiore;O
accumulo;O
di;O
perossidativo;O
prodotti;O
(;O
thibarbiturico;B-Semplice_chimico
acido;I-Semplice_chimico
-;O
reattivo;O
sostanze;O
);O
""",""";O
infiammazione;O
e;O
diminuito;O
livelli;O
di;O
Gsh;B-Semplice_chimico
e;O
totale;O
antiossidante;O
riserve;O
erano;O
anche;O
osservato;O
in;O
il;O
pelle;B-Organo
di;O
Dmba;B-Semplice_chimico
-;O
Cum;B-Semplice_chimico
-;I-Semplice_chimico
Ooh;I-Semplice_chimico
-;O
esposto;O
.;O
;
Queste;O
risultati;O
suggerire;O
Quello;O
Cum;B-Semplice_chimico
-;I-Semplice_chimico
Ooh;I-Semplice_chimico
-;O
indotto;O
carcinogenesi;O
è;O
accompagnato;O
di;O
Ap;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
1;I-Gene_o_prodotto_genico
Attivazione;O
e;O
in;O
antiossidante;O
stato;O
.;O
;
Iperforina;B-Semplice_chimico
blocchi;O
neutrofilo;B-Cellula
Attivazione;O
di;O
matrice;B-Gene_o_prodotto_genico
metalloproteinasi;I-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
9;I-Gene_o_prodotto_genico
""",""";O
motilità;O
e;O
reclutamento;O
""",""";O
e;O
montanti;O
infiammazione;O
-;O
innescato;O
angiogenesi;O
e;O
polmone;B-Organo
fibrosi;O
.;O
;
Iperforina;B-Semplice_chimico
(;O
Hyp;B-Semplice_chimico
);O
""",""";O
un;O
polifenolo;B-Semplice_chimico
-;O
derivato;O
di;O
ns;B-Organismo
.;I-Organismo
;
John;B-Organismo
""",""I-Organismo";
S;I-Organismo
lume;I-Organismo
(;O
Hypericum;B-Organismo
perforatum;I-Organismo
);O
""",""";O
ha;O
come;O
chiave;O
giocatore;O
non;O
soltanto;O
in;O
il;O
antidepressivo;O
attività;O
di;O
il;O
pianta;O
ma;O
anche;O
come;O
un;O
inibitore;O
di;O
batteri;O
Linfocita;B-Cellula
e;O
tumore;B-Cellula
cellula;I-Cellula
proliferazione;O
""",""";O
e;O
matrice;B-Gene_o_prodotto_genico
proteinasi;I-Gene_o_prodotto_genico
.;O
;
Noi;O
testato;O
se;O
come;O
bene;O
come;O
inibizione;O
Leukocyte;B-Gene_o_prodotto_genico
ELASTASE;I-Gene_o_prodotto_genico
(;O
Le;B-Gene_o_prodotto_genico
);O
attività;O
""",""";O
Hyp;B-Semplice_chimico
potrebbe;O
essere;O
efficace;O
in;O
contenente;O
entrambi;O
polimorfonucleare;B-Cellula
neutrofilo;I-Cellula
(;I-Cellula
PMN;I-Cellula
);I-Cellula
Leukocyte;I-Cellula
reclutamento;O
e;O
sfavorevole;O
eventuale;O
risposte;O
.;O
;
Il;O
risultati;O
mostrare;O
Quello;O
""",""";O
colpire;O
in;O
vitro;O
umano;B-Organismo
PMN;B-Cellula
Viabilità;O
e;O
chemochine;O
-;O
recettore;O
espressione;O
""",""";O
Hyp;B-Semplice_chimico
(;O
come;O
stabile;O
Dicyclohexylammonio;B-Semplice_chimico
sale;I-Semplice_chimico
);O
era;O
capace;O
a;O
inibire;O
in;O
un;O
dose;O
-;O
dipendente;O
maniera;O
chemiotassi;O
e;O
chemioinvasione;O
(;O
IC50;O
=;O
1;O
microm;O
per;O
entrambi;O
);O
";";O
questo;O
effetto;O
era;O
associato;O
un;O
ridotto;O
espressione;O
di;O
il;O
adesione;O
molecola;O
CD11b;B-Gene_o_prodotto_genico
di;O
formyl;B-Semplice_chimico
-;I-Semplice_chimico
Incontrato;I-Semplice_chimico
-;I-Semplice_chimico
Leu;I-Semplice_chimico
-;I-Semplice_chimico
Phe;I-Semplice_chimico
-;O
stimolato;O
neutrofili;B-Cellula
e;O
bloccare;O
di;O
Le;B-Gene_o_prodotto_genico
-;O
innescato;O
Attivazione;O
di;O
il;O
gelatinasi;B-Gene_o_prodotto_genico
matrice;I-Gene_o_prodotto_genico
metalloproteinasi;I-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
9;I-Gene_o_prodotto_genico
.;O
;
PMN;B-Cellula
-;O
innescato;O
angiogenesi;O
è;O
anche;O
bloccato;O
di;O
entrambi;O
Locale;O
iniezione;O
e;O
quotidiano;O
io;O
.;O
P;O
.;O
amministrazione;O
di;O
il;O
Hyp;B-Semplice_chimico
sale;O
in;O
un;O
interleuche;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
8;I-Gene_o_prodotto_genico
-;O
indotto;O
murina;B-Organismo
modello;O
.;O
;
""",""";O
io;O
.;O
P;O
.;O
trattamento;O
Hyp;B-Semplice_chimico
riduce;O
acuto;O
PMN;B-Cellula
reclutamento;O
e;O
migliora;O
risoluzione;O
in;O
un;O
polmonare;B-Organo
bleomicina;B-Semplice_chimico
-;O
indotto;O
infiammazione;O
modello;O
""",""";O
Ridurre;O
conseguente;O
fibrosi;O
.;O
;
Queste;O
risultati;O
indicare;O
Quello;O
Hyp;B-Semplice_chimico
è;O
un;O
potente;O
anti;O
-;O
infiammatorio;O
composto;O
terapeutico;O
potenziale;O
""",""";O
e;O
essi;O
chiarire;O
meccanicistico;O
chiavi;O
.;O
;
Compromesso;O
apoptosi;O
di;O
polmonare;B-Cellula
endoteliale;I-Cellula
cellule;I-Cellula
è;O
associato;O
intimal;B-Tessuto
proliferazione;O
e;O
irreversibilità;O
di;O
polmonare;B-Organo
ipertensione;O
in;O
congenito;O
cuore;B-Organo
malattia;O
.;O
;
Obiettivi;O
:;O
Questo;O
studio;O
cercato;O
a;O
valutare;O
il;O
cellulare;B-Cellula
e;O
istologico;O
base;O
di;O
irreversibile;O
polmonare;B-Organo
ipertensione;O
(;O
Pht;O
);O
in;O
il;O
clinico;O
collocamento;O
di;O
congenito;O
cuore;B-Organo
malattia;O
(;O
CHD;O
);O
.;O
;
SFONDO;O
:;O
Sebbene;O
molti;O
figli;B-Organismo
CHD;O
sviluppare;O
polmonare;B-Struttura_multi-tessuto
vascolare;I-Struttura_multi-tessuto
malattia;O
""",""";O
esso;O
è;O
perché;O
questo;O
complicazione;O
è;O
reversibile;O
dopo;O
completare;O
riparazione;O
in;O
alcuni;O
casi;O
ma;O
irreversibile;O
in;O
altri;O
.;O
;
Perché;O
fallimento;O
di;O
endoteliale;B-Cellula
cellula;I-Cellula
apoptosi;O
potrebbe;O
guida;O
a;O
intimal;B-Tessuto
proliferazione;O
e;O
di;O
reversibilità;O
di;O
Pht;O
""",""";O
noi;O
indagato;O
questo;O
e;O
Altro;O
chiave;O
marcatori;O
di;O
vasoattività;O
e;O
angiogenesi;O
in;O
soggetti;O
Pht;O
e;O
CHD;O
.;O
;
Metodi;O
:;O
Noi;O
valutato;O
antiapoptotic;O
e;O
proapoptotic;O
marcatori;O
in;O
vascolare;B-Cellula
e;O
perivascolare;B-Cellula
cellule;I-Cellula
in;O
polmone;B-Struttura_multi-tessuto
biopsia;I-Struttura_multi-tessuto
campioni;I-Struttura_multi-tessuto
18;O
pazienti;B-Organismo
CHD;O
""",""";O
7;O
reversibile;O
e;O
11;O
irreversibile;O
Pht;O
""",""";O
e;O
6;O
controllo;O
pazienti;B-Organismo
.;O
;
Immunostanato;O
per;O
endoteliale;B-Gene_o_prodotto_genico
nitrico;I-Gene_o_prodotto_genico
ossido;I-Gene_o_prodotto_genico
sintasi;I-Gene_o_prodotto_genico
""",""";O
vascolare;B-Gene_o_prodotto_genico
endoteliale;I-Gene_o_prodotto_genico
crescita;I-Gene_o_prodotto_genico
fattore;I-Gene_o_prodotto_genico
""",""";O
e;O
CD34;B-Gene_o_prodotto_genico
(;O
marcatori;O
di;O
vasoattività;O
e;O
neoangiogenesi;O
);O
era;O
anche;O
eseguita;O
.;O
;
Risultati;O
:;O
Il;O
antiapoptotic;O
proteina;O
Bdc;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
2;I-Gene_o_prodotto_genico
era;O
altamente;O
espresso;O
di;O
polmonare;B-Cellula
endoteliale;I-Cellula
cellule;I-Cellula
in;O
Tutti;O
casi;O
di;O
irreversibile;O
Pht;O
ma;O
in;O
no;O
casi;O
di;O
reversibile;O
Pht;O
""",""";O
né;O
in;O
controllo;O
pazienti;B-Organismo
(;O
P;O
meno;O
di;O
0;O
.;O
1;O
);O
.;O
;
Intimal;B-Tessuto
proliferazione;O
era;O
regalo;O
in;O
10;O
di;O
11;O
irreversibile;O
Pht;O
casi;O
""",""";O
ma;O
mai;O
osservato;O
in;O
reversibile;O
Pht;O
(;O
P;O
meno;O
di;O
0;O
.;O
1;O
);O
.;O
;
""",""";O
perivascolare;B-Cellula
infiammatorio;I-Cellula
T;I-Cellula
-;I-Cellula
cellule;I-Cellula
espresso;O
antiapoptotic;O
proteine;O
in;O
irreversibile;O
Pht;O
(;O
P;O
meno;O
di;O
0;O
.;O
1;O
);O
.;O
;
Irreversibile;O
Pht;O
casi;O
erano;O
anche;O
probabile;O
a;O
mostrare;O
compensativo;O
upregolazione;O
di;O
vascolare;B-Gene_o_prodotto_genico
endoteliale;I-Gene_o_prodotto_genico
crescita;I-Gene_o_prodotto_genico
fattore;I-Gene_o_prodotto_genico
e;O
nuovo;O
piccolo;O
nave;B-Struttura_multi-tessuto
formazione;O
a;O
il;O
siti;O
di;O
nativo;O
nave;B-Struttura_multi-tessuto
stenosi;O
o;O
occlusione;O
(;O
P;O
meno;O
di;O
0;O
.;O
1;O
);O
.;O
;
Conclusioni;O
:;O
Irreversibile;O
Pht;O
è;O
fortemente;O
associato;O
compromesso;O
endoteliale;B-Cellula
cellula;I-Cellula
apoptosi;O
e;O
antiapoptotic;O
segnalazione;O
perivascolare;B-Cellula
infiammatorio;I-Cellula
cellule;I-Cellula
.;O
;
Queste;O
sono;O
associato;O
intimal;B-Tessuto
proliferazione;O
e;O
nave;B-Struttura_multi-tessuto
restringimento;O
""",""";O
e;O
può;O
contribuire;O
a;O
clinico;O
Risultati;O
associato;O
polmonare;B-Organo
ipertensione;O
.;O
;
Inibizione;O
di;O
DLL4;B-Gene_o_prodotto_genico
-;O
mediato;O
segnalazione;O
induce;O
proliferazione;O
di;O
immaturo;O
navi;B-Struttura_multi-tessuto
e;O
risultati;O
in;O
povero;O
perfusione;O
.;O
;
Vascolare;B-Struttura_multi-tessuto
sviluppo;O
è;O
dipendente;O
Su;O
Varie;O
crescita;O
fattori;O
e;O
certo;O
Modificatori;O
critico;O
per;O
fornitura;O
arterioso;B-Struttura_multi-tessuto
o;O
venoso;B-Struttura_multi-tessuto
identità;O
""",""";O
interazione;O
il;O
circostante;O
stroma;B-Tessuto
e;O
tessuti;B-Tessuto
""",""";O
gerarchico;B-Tessuto
Rete;I-Tessuto
formazione;O
""",""";O
e;O
reclutamento;O
di;O
pericytes;B-Cellula
.;O
;
Tacca;B-Gene_o_prodotto_genico
recettori;O
e;O
ligandi;O
(;O
Frastagliato;B-Gene_o_prodotto_genico
e;O
Delta;B-Gene_o_prodotto_genico
-;O
Come;O
);O
un;O
critico;O
ruolo;O
in;O
questo;O
processi;O
in;O
aggiunta;O
a;O
VEGF;B-Gene_o_prodotto_genico
.;O
;
DLL4;B-Gene_o_prodotto_genico
è;O
uno;O
di;O
il;O
Tacca;B-Gene_o_prodotto_genico
ligandi;O
Quello;O
Regola;O
arterioso;B-Struttura_multi-tessuto
Specifiche;O
e;O
maturazione;O
eventi;O
.;O
;
In;O
il;O
attuale;O
studio;O
""",""";O
noi;O
avere;O
mostrato;O
Quello;O
perdita;O
di;O
funzione;O
di;O
o;O
mirata;O
Allele;O
cancellazione;O
o;O
utilizzo;O
di;O
un;O
solubile;O
modulo;O
di;O
DLL4;B-Gene_o_prodotto_genico
extracellulare;B-Entità_anatomica_immateriale
dominio;O
conduce;O
a;O
inibizione;O
di;O
Tacca;B-Gene_o_prodotto_genico
segnalazione;O
""",""";O
risultante;O
in;O
vascolare;B-Struttura_multi-tessuto
proliferazione;O
ma;O
difettoso;O
maturazione;O
.;O
;
Recentemente;O
formatura;O
navi;B-Struttura_multi-tessuto
avere;O
magro;O
calibro;B-Entità_anatomica_immateriale
""",""";O
un;O
marcatamente;O
ridotto;O
nave;B-Entità_anatomica_immateriale
lumen;I-Entità_anatomica_immateriale
""",""";O
marcatamente;O
ridotto;O
perficy;B-Cellula
reclutamento;O
""",""";O
e;O
carente;O
vascolare;B-Struttura_multi-tessuto
perfusione;O
.;O
;
sdll4;B-Gene_o_prodotto_genico
indotto;O
difettoso;O
vascolare;B-Struttura_multi-tessuto
risposta;O
in;O
tumore;B-Cancro
impianti;O
primo;O
a;O
ridotto;O
tumore;B-Cancro
crescita;O
.;O
;
Interferenze;O
DLL4;B-Gene_o_prodotto_genico
-;O
Tacca;B-Gene_o_prodotto_genico
segnalazione;O
può;O
essere;O
particolarmente;O
auspicabile;O
in;O
tumori;B-Cancro
Quello;O
avere;O
altamente;O
indotto;O
DLL4;B-Gene_o_prodotto_genico
-;O
Tacca;B-Gene_o_prodotto_genico
sentiero;O
.;O
;
SCAMBIO;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
70;I-Gene_o_prodotto_genico
è;O
necessario;O
per;O
oncogenico;O
trasformazione;O
di;O
V;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
Src;I-Gene_o_prodotto_genico
in;O
topo;B-Organismo
embrione;B-Cellula
fibroblasti;I-Cellula
.;O
;
SCAMBIO;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
70;I-Gene_o_prodotto_genico
è;O
un;O
fosfatidylinositolo;B-Semplice_chimico
trisphosfato;I-Semplice_chimico
(;O
Ptdins;B-Semplice_chimico
(;I-Semplice_chimico
3;I-Semplice_chimico
""",""";I-Semplice_chimico
4;I-Semplice_chimico
""",""";I-Semplice_chimico
5;I-Semplice_chimico
);I-Semplice_chimico
P;I-Semplice_chimico
(;I-Semplice_chimico
3;I-Semplice_chimico
);I-Semplice_chimico
);O
legame;O
proteina;O
""",""";O
quale;O
Atti;O
in;O
F;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
actina;I-Gene_o_prodotto_genico
riarrangiamento;O
.;O
;
Il;O
ruolo;O
di;O
SCAMBIO;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
70;I-Gene_o_prodotto_genico
in;O
oncogenico;O
trasformazione;O
di;O
topo;B-Organismo
embrione;B-Cellula
fibroblasti;I-Cellula
(;O
Mefs;B-Cellula
);O
di;O
V;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
Src;I-Gene_o_prodotto_genico
era;O
esaminato;O
di;O
utilizzo;O
di;O
Mefs;B-Cellula
difettoso;O
in;O
SCAMBIO;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
70;I-Gene_o_prodotto_genico
.;O
;
V;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
Src;I-Gene_o_prodotto_genico
morfologicamente;O
trasformato;O
Mefs;B-Cellula
carente;O
SCAMBIO;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
70;I-Gene_o_prodotto_genico
""",""";O
ma;O
crescita;O
di;O
il;O
trasformato;O
cellule;B-Cellula
in;O
cultura;O
era;O
di;O
Quello;O
di;O
cellule;B-Cellula
integrato;O
esogeno;O
SCAMBIO;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
70;I-Gene_o_prodotto_genico
.;O
;
Il;O
V;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
Src;I-Gene_o_prodotto_genico
-;O
trasformato;O
Mefs;B-Cellula
carente;O
in;O
SCAMBIO;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
70;I-Gene_o_prodotto_genico
erano;O
incapace;O
a;O
crescere;O
in;O
morbido;O
agar;O
mentre;O
quelli;O
esprimere;O
SWAP70;B-Gene_o_prodotto_genico
prontamente;O
formato;O
Colonie;B-Cellula
""",""";O
Suggerendo;O
Quello;O
SCAMBIO;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
70;I-Gene_o_prodotto_genico
è;O
necessario;O
per;O
ancoraggio;O
indipendente;O
crescita;O
di;O
V;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
Src;I-Gene_o_prodotto_genico
trasformato;O
Mefs;B-Cellula
.;O
;
quando;O
trapiantato;O
in;O
nudo;B-Organismo
""",""";O
tumori;B-Cancro
formato;O
di;O
il;O
V;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
Src;I-Gene_o_prodotto_genico
trasformato;O
SCAMBIO;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
70;I-Gene_o_prodotto_genico
(;O
-;O
/;O
-;O
);O
Mefs;O
erano;O
di;O
quelli;O
formato;O
di;O
cellule;B-Cellula
esprimere;O
esogeno;O
SCAMBIO;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
70;I-Gene_o_prodotto_genico
.;O
;
Queste;O
risultati;O
suggerire;O
Quello;O
SCAMBIO;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
70;I-Gene_o_prodotto_genico
può;O
essere;O
necessario;O
per;O
oncogenico;O
trasformazione;O
e;O
contribuisce;O
a;O
cellula;B-Cellula
crescita;O
in;O
Mefs;B-Cellula
trasformato;O
di;O
V;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
Src;I-Gene_o_prodotto_genico
.;O
;
TSG101;B-Gene_o_prodotto_genico
è;O
upregolato;O
in;O
un;O
sottoinsieme;O
di;O
invasivo;O
umano;B-Organismo
Seno;B-Cancro
Canceri;I-Cancro
e;O
suo;O
mirata;O
sovraespressione;O
in;O
Transgenico;B-Organismo
rivela;O
debole;O
oncogenico;O
proprietà;O
per;O
mammario;B-Cancro
cancro;I-Cancro
iniziazione;O
.;O
;
Precedente;O
Studi;O
segnalato;O
Quello;O
il;O
Tumore;B-Gene_o_prodotto_genico
Suscettibilità;I-Gene_o_prodotto_genico
Gene;I-Gene_o_prodotto_genico
101;I-Gene_o_prodotto_genico
(;O
TSG101;B-Gene_o_prodotto_genico
);O
è;O
upregolato;O
in;O
selezionato;O
umano;B-Organismo
malignità;B-Cancro
""",""";O
e;O
il;O
espressione;O
di;O
esogeno;O
TSG101;B-Gene_o_prodotto_genico
era;O
suggerito;O
a;O
trasformare;O
immortalato;O
fibroblasti;B-Cellula
in;O
cultura;O
.;O
;
Per;O
Data;O
""",""";O
il;O
potenziale;O
oncogenico;O
proprietà;O
di;O
TSG101;B-Gene_o_prodotto_genico
avere;O
non;O
stato;O
esaminato;O
in;O
vivo;O
dovuto;O
a;O
il;O
di;O
adeguata;O
modello;O
sistemi;O
.;O
;
In;O
questo;O
studio;O
""",""";O
noi;O
mostrare;O
Quello;O
TSG101;B-Gene_o_prodotto_genico
è;O
altamente;O
espresso;O
in;O
un;O
sottoinsieme;O
di;O
invasivo;O
umano;B-Organismo
Seno;B-Cancro
Canceri;I-Cancro
.;O
;
Basato;O
Su;O
questo;O
osservazione;O
""",""";O
noi;O
generato;O
il;O
primo;O
Transgenico;O
topo;B-Organismo
modello;O
un;O
mirata;O
sovraespressione;O
di;O
TSG101;B-Gene_o_prodotto_genico
in;O
il;O
sviluppando;O
mammario;B-Organo
ghiandola;I-Organo
a;O
test;O
se;O
esogeno;O
TSG101;B-Gene_o_prodotto_genico
è;O
capace;O
di;O
Iniziazione;O
tumorigenesi;O
.;O
;
Normale;O
funzionalità;O
di;O
esogeno;O
TSG101;B-Gene_o_prodotto_genico
era;O
testato;O
di;O
Salvataggio;O
il;O
sopravvivenza;O
di;O
TSG101;B-Gene_o_prodotto_genico
-;O
carente;O
mammario;B-Cellula
epiteliale;I-Cellula
cellule;I-Cellula
in;O
condizionale;O
tramortire;O
.;O
;
Il;O
sovraespressione;O
di;O
TSG101;B-Gene_o_prodotto_genico
risultato;O
in;O
fosforilazione;O
di;O
il;O
epidermico;B-Gene_o_prodotto_genico
crescita;I-Gene_o_prodotto_genico
fattore;I-Gene_o_prodotto_genico
recettore;I-Gene_o_prodotto_genico
e;O
Attivazione;O
di;O
Kinases;I-Gene_o_prodotto_genico
.;O
;
Nonostante;O
un;O
aumento;O
in;O
il;O
Attivazione;O
di;O
queste;O
segnale;O
trasduttori;O
""",""";O
il;O
mammario;B-Organo
ghiandola;I-Organo
di;O
femmine;O
esprimere;O
esogeno;O
TSG101;B-Gene_o_prodotto_genico
sviluppato;O
normalmente;O
il;O
riproduttivo;O
ciclo;O
.;O
;
In;O
invecchiamento;O
femmine;O
""",""";O
il;O
sovraespressione;O
di;O
TSG101;B-Gene_o_prodotto_genico
sembrava;O
a;O
aumento;O
il;O
suscettibilità;O
di;O
mammario;B-Tessuto
Epithelia;I-Tessuto
verso;O
maligno;O
trasformazione;O
.;O
;
però;O
""",""";O
dovuto;O
a;O
il;O
lungo;O
latenza;O
di;O
tumore;B-Cancro
formazione;O
e;O
il;O
sporadico;O
occorrenza;O
di;O
bona;O
fidere;O
mammario;B-Cancro
Canceri;I-Cancro
""",""";O
noi;O
concludere;O
Quello;O
il;O
TSG101;B-Gene_o_prodotto_genico
proteina;O
ha;O
soltanto;O
debole;O
oncogenico;O
proprietà;O
.;O
;
Anziché;O
di;O
cancro;B-Cancro
iniziazione;O
""",""";O
esso;O
è;O
perciò;O
probabile;O
Quello;O
TSG101;B-Gene_o_prodotto_genico
gioca;O
un;O
predominante;O
ruolo;O
in;O
il;O
progressione;O
di;O
un;O
sottoinsieme;O
di;O
spontaneamente;O
sorgere;O
Seno;B-Cancro
Canceri;I-Cancro
.;O
;
Espressione;O
di;O
Bdc;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
XL;I-Gene_o_prodotto_genico
""",""";O
Bax;B-Gene_o_prodotto_genico
""",""";O
e;O
P53;B-Gene_o_prodotto_genico
in;O
primario;B-Cancro
tumori;I-Cancro
e;O
linfa;B-Struttura_multi-tessuto
nodo;I-Struttura_multi-tessuto
metastasi;O
in;O
orale;B-Cancro
squamoso;I-Cancro
cellula;I-Cancro
carcinoma;I-Cancro
.;O
;
Disturbi;O
in;O
espressione;O
di;O
apoptosi;O
-;O
associato;O
proteine;O
prendere;O
parte;O
in;O
il;O
sviluppo;O
e;O
progressione;O
di;O
molti;O
umano;B-Organismo
malignità;B-Cancro
.;O
;
Il;O
scopo;O
di;O
questo;O
studio;O
era;O
il;O
