tokens;ner_tags
-;O
esprimere;O
perivascolare;B-Cellula
cellule;I-Cellula
e;O
non;O
CD31;B-Gene_o_prodotto_genico
-;O
positivo;O
endoteliale;B-Cellula
cellule;I-Cellula
.;O
;
Simile;O
metodi;O
applicato;O
a;O
umano;B-Organismo
ovarico;B-Cancro
e;O
colon;B-Cancro
tumori;I-Cancro
confermato;O
endosialin;B-Gene_o_prodotto_genico
espressione;O
di;O
pericytes;B-Cellula
.;O
;
Il;O
dati;O
indicare;O
Quello;O
endosialin;B-Gene_o_prodotto_genico
è;O
fortemente;O
espresso;O
di;O
pericytes;B-Cellula
durante;O
periodi;O
di;O
attivo;O
angiogenesi;O
durante;O
embrionale;B-Struttura_anatomica_in_sviluppo
e;O
tumore;B-Cancro
sviluppo;O
.;O
;
Anti;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
endosialin;I-Gene_o_prodotto_genico
anticorpi;I-Gene_o_prodotto_genico
Maggio;O
avere;O
valore;O
in;O
identificazione;O
Vasculature;B-Struttura_multi-tessuto
in;O
maligno;B-Tessuto
tessuti;I-Tessuto
.;O
;
il;O
adeguata;O
agente;O
""",""";O
targeting;O
endosialin;B-Gene_o_prodotto_genico
Maggio;O
interferire;O
sangue;B-Struttura_multi-tessuto
nave;I-Struttura_multi-tessuto
crescita;O
durante;O
tumore;B-Cancro
sviluppo;O
.;O
;
Efficiente;O
inibizione;O
di;O
ovarico;B-Cancro
cancro;I-Cancro
crescita;O
e;O
prolungato;O
sopravvivenza;O
di;O
transfezione;O
un;O
romanzo;O
pro;O
-;O
apoptotico;O
gene;O
""",""";O
hpnas;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
4;I-Gene_o_prodotto_genico
""",""";O
in;O
un;O
topo;B-Organismo
modello;O
.;O
;
In;O
vivo;O
e;O
in;O
vitro;O
risultati;O
.;O
;
OBBIETTIVO;O
:;O
Noi;O
trasfettato;O
ovarico;B-Cellula
cancro;I-Cellula
cellule;I-Cellula
e;O
amministrato;O
ricombinante;O
plasmide;O
codifica;O
hpnas;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
4;I-Gene_o_prodotto_genico
a;O
nudo;B-Organismo
cuscinetto;O
ovarico;B-Cancro
cancro;I-Cancro
""",""";O
Mirino;O
a;O
valutare;O
il;O
effetto;O
di;O
hpnas;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
4;I-Gene_o_prodotto_genico
contro;O
ovarico;B-Cancro
cancro;I-Cancro
in;O
vitro;O
e;O
in;O
vivo;O
.;O
;
Metodi;O
:;O
Ovarico;B-Cellula
cancro;I-Cellula
Skov3;I-Cellula
cellule;I-Cellula
erano;O
trasfettato;O
hpnas;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
4;I-Gene_o_prodotto_genico
-;O
plasmide;O
""",""";O
e;O
cellula;B-Cellula
proliferazione;O
era;O
valutato;O
di;O
Mt;O
dosaggio;O
";";O
apoptosi;O
era;O
esaminato;O
di;O
Dna;B-Componente_cellulare
""",""";O
Hoechst33258;O
macchiatura;O
e;O
flusso;O
-;O
citometrico;O
saggi;O
.;O
;
Nudo;B-Organismo
cuscinetto;O
ovarico;B-Cancro
Canceri;I-Cancro
erano;O
trattati;O
hpnas;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
4;I-Gene_o_prodotto_genico
-;O
P;O
/;O
Liposome;B-Semplice_chimico
.;O
;
Tumore;B-Cancro
crescita;O
era;O
determinato;O
e;O
sopravvivenza;O
era;O
registrato;O
.;O
;
Tunel;O
dosaggio;O
e;O
microvessel;B-Tessuto
densità;O
era;O
valutato;O
a;O
valutare;O
apoptosi;O
e;O
angiogenesi;O
.;O
;
Risultati;O
:;O
Entrambi;O
inibizione;O
di;O
proliferazione;O
(;O
P;O
<;O
0;O
.;O
5;O
);O
e;O
induzione;O
di;O
apoptosi;O
(;O
P;O
<;O
0;O
.;O
5;O
);O
erano;O
osservato;O
in;O
Skov3;B-Cellula
cellule;I-Cellula
trasfettato;O
hpnas;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
4;I-Gene_o_prodotto_genico
-;O
P;O
in;O
vitro;O
.;O
;
In;O
hpnas;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
4;I-Gene_o_prodotto_genico
-;O
P;O
-;O
trattati;O
tumore;B-Cellula
cellule;I-Cellula
in;O
vivo;O
""",""";O
tumore;B-Cancro
crescita;O
diminuito;O
""",""";O
mentre;O
il;O
sopravvivenza;O
tempo;O
di;O
tumore;B-Cancro
-;O
cuscinetto;O
era;O
prolungato;O
rispetto;O
controllo;O
gruppi;O
(;O
P;O
<;O
0;O
.;O
5;O
);O
.;O
;
apoptosi;O
di;O
tumore;B-Cellula
cellule;I-Cellula
e;O
diminuito;O
angiogenesi;O
in;O
tumore;B-Tessuto
erano;O
anche;O
osservato;O
.;O
;
Conclusioni;O
:;O
promettente;O
risultati;O
Su;O
il;O
potenziale;O
antitrumore;B-Cancro
Effetti;O
di;O
hpnas;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
4;I-Gene_o_prodotto_genico
Su;O
ovarico;B-Cancro
cancro;I-Cancro
in;O
vitro;O
e;O
in;O
vivo;O
Maggio;O
essere;O
spiegato;O
""",""";O
in;O
parte;O
""",""";O
di;O
il;O
induzione;O
di;O
apoptosi;O
e;O
inibizione;O
di;O
angiogenesi;O
.;O
;
""",""";O
hpnas;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
4;I-Gene_o_prodotto_genico
ha;O
potenziale;O
come;O
un;O
nuovo;O
gene;O
terapia;O
per;O
umano;B-Organismo
ovarico;B-Cancro
cancro;I-Cancro
.;O
;
Il;O
in;O
vivo;O
proprietà;O
di;O
STX243;B-Semplice_chimico
:;O
un;O
potente;O
angiogenesi;O
inibitore;O
in;O
Seno;B-Cancro
cancro;I-Cancro
.;O
;
Il;O
steroidonale;O
-;O
basato;O
droga;O
2;B-Semplice_chimico
-;I-Semplice_chimico
etiloestradio;I-Semplice_chimico
-;I-Semplice_chimico
3;I-Semplice_chimico
""",""";I-Semplice_chimico
17;I-Semplice_chimico
-;I-Semplice_chimico
O;I-Semplice_chimico
""",""";I-Semplice_chimico
O;I-Semplice_chimico
-;I-Semplice_chimico
bis;I-Semplice_chimico
-;I-Semplice_chimico
solfamato;I-Semplice_chimico
(;O
STX243;B-Semplice_chimico
);O
ha;O
stato;O
sviluppato;O
come;O
un;O
potente;O
antiangiogenico;O
e;O
antitumour;B-Cancro
composto;O
.;O
;
Il;O
obbiettivo;O
di;O
questo;O
studio;O
era;O
a;O
accertare;O
se;O
STX243;B-Semplice_chimico
è;O
attivo;O
in;O
vivo;O
di;O
il;O
clinicamente;O
pertinente;O
droga;O
2;B-Semplice_chimico
-;I-Semplice_chimico
MetoxyoStaildiol;I-Semplice_chimico
(;O
2;B-Semplice_chimico
-;I-Semplice_chimico
Mee2;I-Semplice_chimico
);O
e;O
il;O
strutturalmente;O
simile;O
composto;O
2;B-Semplice_chimico
-;I-Semplice_chimico
Mee2;I-Semplice_chimico
-;I-Semplice_chimico
3;I-Semplice_chimico
""",""";I-Semplice_chimico
17;I-Semplice_chimico
-;I-Semplice_chimico
O;I-Semplice_chimico
""",""";I-Semplice_chimico
O;I-Semplice_chimico
-;I-Semplice_chimico
bis;I-Semplice_chimico
-;I-Semplice_chimico
solfamato;I-Semplice_chimico
(;O
STX140;B-Semplice_chimico
);O
.;O
;
Il;O
tumore;B-Cancro
crescita;O
inibizione;O
efficacia;O
""",""";O
antiangiogenico;O
potenziale;O
e;O
Pharmacokinetics;O
di;O
STX243;B-Semplice_chimico
erano;O
esaminato;O
usando;O
quattro;O
in;O
vivo;O
Modelli;O
.;O
;
Entrambi;O
STX243;B-Semplice_chimico
e;O
STX140;B-Semplice_chimico
erano;O
capace;O
di;O
ritardante;O
il;O
crescita;O
di;O
Mda;B-Cancro
-;I-Cancro
MB;I-Cancro
-;I-Cancro
231;I-Cancro
xenograft;I-Cancro
tumori;I-Cancro
(;O
72;O
e;O
63;O
%;O
""",""";O
rispettivamente;O
);O
""",""";O
invece;O
no;O
inibizione;O
era;O
osservato;O
per;O
animali;O
trattati;O
2;B-Semplice_chimico
-;I-Semplice_chimico
Mee2;I-Semplice_chimico
.;O
;
Ulteriore;O
tumore;B-Cancro
inibizione;O
Studi;O
mostrato;O
Quello;O
STX243;B-Semplice_chimico
era;O
anche;O
attivo;O
contro;O
Mcf;O
-;O
7;O
Paclitaxel;B-Semplice_chimico
-;O
resistente;O
tumori;O
.;O
;
Usando;O
un;O
Matrigelo;O
spina;O
-;O
basato;O
modello;O
""",""";O
in;O
vivo;O
angiogenesi;O
era;O
limitato;O
STX243;B-Semplice_chimico
e;O
STX140;B-Semplice_chimico
(;O
50;O
e;O
72;O
%;O
""",""";O
rispettivamente;O
""",""";O
usando;O
un;O
10;O
mg;O
kg;O
(;O
-;O
1;O
);O
orale;O
dose;O
);O
""",""";O
mostrando;O
il;O
antiangiogenico;O
attività;O
di;O
entrambi;O
composti;O
.;O
;
Il;O
Pharmacokinetics;O
di;O
STX243;B-Semplice_chimico
erano;O
esaminato;O
a;O
Due;O
diverso;O
dosi;O
usando;O
adulto;O
femmina;O
ratti;B-Organismo
.;O
;
Il;O
composto;O
era;O
biodisponibile;O
(;O
31;O
%;O
dopo;O
un;O
separare;O
10;O
mg;O
kg;O
(;O
-;O
1;O
);O
dose;O
);O
e;O
resistente;O
a;O
metabolismo;O
.;O
;
Queste;O
risultati;O
mostrare;O
Quello;O
STX243;B-Semplice_chimico
è;O
un;O
potente;O
in;O
vivo;O
droga;O
e;O
Potevo;O
essere;O
clinicamente;O
efficace;O
a;O
trattamento;O
un;O
numero;O
di;O
oncologico;O
Condizioni;O
.;O
;
Uva;B-Sostanza_organismo
seme;I-Sostanza_organismo
estratto;I-Sostanza_organismo
inibisce;O
angiogenesi;O
attraverso;O
soppressione;O
di;O
il;O
vascolare;B-Gene_o_prodotto_genico
endoteliale;I-Gene_o_prodotto_genico
crescita;I-Gene_o_prodotto_genico
fattore;I-Gene_o_prodotto_genico
recettore;I-Gene_o_prodotto_genico
segnalazione;O
sentiero;O
.;O
;
Blocco;O
di;O
angiogenesi;O
è;O
un;O
importante;O
approccio;O
per;O
cancro;B-Cancro
trattamento;O
e;O
prevenzione;O
.;O
;
Vascolare;B-Gene_o_prodotto_genico
endoteliale;I-Gene_o_prodotto_genico
crescita;I-Gene_o_prodotto_genico
fattore;I-Gene_o_prodotto_genico
(;O
VEGF;B-Gene_o_prodotto_genico
);O
è;O
uno;O
di;O
il;O
critico;O
fattori;O
Quello;O
indurre;O
angiogenesi;O
e;O
ha;O
così;O
diventare;O
un;O
attraente;O
obbiettivo;O
per;O
antiangiogenesi;O
trattamento;O
.;O
;
però;O
""",""";O
attuale;O
anti;O
-;O
VEGF;B-Gene_o_prodotto_genico
agenti;O
spesso;O
causa;O
alcuni;O
lato;O
Effetti;O
quando;O
dato;O
cronico;O
.;O
;
Identificazione;O
di;O
naturalmente;O
VEGF;B-Gene_o_prodotto_genico
inibitori;O
derivato;O
dieta;O
voluto;O
essere;O
uno;O
alternativa;O
approccio;O
un;O
vantaggio;O
di;O
conosciuto;O
sicurezza;O
.;O
;
Uva;B-Sostanza_organismo
seme;I-Sostanza_organismo
estratto;I-Sostanza_organismo
(;O
GSE;B-Sostanza_organismo
);O
""",""";O
un;O
ampiamente;O
Usato;O
dietetico;O
supplemento;O
""",""";O
è;O
conosciuto;O
a;O
avere;O
antitrumore;B-Cancro
attività;O
.;O
;
In;O
questo;O
studio;O
""",""";O
noi;O
avere;O
esplorato;O
il;O
attività;O
di;O
GSE;B-Sostanza_organismo
Su;O
VEGF;B-Gene_o_prodotto_genico
recettore;I-Gene_o_prodotto_genico
e;O
angiogenesi;O
.;O
;
Noi;O
trovato;O
Quello;O
GSE;B-Sostanza_organismo
Potevo;O
direttamente;O
inibire;O
il;O
chinasi;O
attività;O
di;O
purificato;O
VEGF;B-Gene_o_prodotto_genico
recettore;I-Gene_o_prodotto_genico
2;I-Gene_o_prodotto_genico
""",""";O
un;O
romanzo;O
attività;O
di;O
GSE;B-Sostanza_organismo
Quello;O
ha;O
non;O
stato;O
caratterizzato;O
.;O
;
GSE;B-Sostanza_organismo
Potevo;O
anche;O
inibire;O
il;O
VEGF;B-Gene_o_prodotto_genico
recettore;I-Gene_o_prodotto_genico
/;O
mitogeno;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
attivato;I-Gene_o_prodotto_genico
proteina;I-Gene_o_prodotto_genico
chinasi;I-Gene_o_prodotto_genico
-;O
mediato;O
segnalazione;O
sentiero;O
in;O
endoteliale;B-Cellula
cellule;I-Cellula
.;O
;
Come;O
un;O
risultato;O
""",""";O
GSE;B-Sostanza_organismo
Potevo;O
inibire;O
VEGF;B-Gene_o_prodotto_genico
-;O
indotto;O
endoteliale;B-Cellula
cellula;I-Cellula
proliferazione;O
e;O
migrazione;O
come;O
bene;O
come;O
germoglio;B-Tessuto
formazione;O
aorta;B-Struttura_multi-tessuto
squillo;I-Struttura_multi-tessuto
.;O
;
In;O
vivo;O
dosaggio;O
ulteriore;O
mostrato;O
Quello;O
GSE;B-Sostanza_organismo
Potevo;O
inibire;O
tumore;B-Cancro
crescita;O
e;O
tumore;B-Cancro
angiogenesi;O
di;O
Mda;B-Cellula
-;I-Cellula
MB;I-Cellula
-;I-Cellula
231;I-Cellula
Seno;I-Cellula
cancro;I-Cellula
cellule;I-Cellula
in;O
.;O
;
Coerente;O
il;O
in;O
vitro;O
dati;O
""",""";O
GSE;B-Sostanza_organismo
trattamento;O
di;O
tumore;B-Cancro
-;O
cuscinetto;O
guidato;O
a;O
concomitante;O
riduzione;O
di;O
sangue;B-Struttura_multi-tessuto
nave;I-Struttura_multi-tessuto
densità;O
e;O
fosforilazione;O
di;O
mitogeno;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
attivato;I-Gene_o_prodotto_genico
proteina;I-Gene_o_prodotto_genico
chinasi;I-Gene_o_prodotto_genico
.;O
;
Esaurimento;O
di;O
polifenolo;B-Semplice_chimico
polivinilpirrolidone;B-Semplice_chimico
abolito;O
il;O
antiangiogenico;O
attività;O
di;O
GSE;B-Sostanza_organismo
""",""";O
Suggerendo;O
un;O
acqua;O
-;O
solubile;O
frazione;O
di;O
polifenolo;B-Semplice_chimico
in;O
GSE;B-Sostanza_organismo
è;O
responsabile;O
per;O
il;O
antiangiogenico;O
attività;O
.;O
;
Preso;O
insieme;O
""",""";O
questo;O
studio;O
indica;O
Quello;O
GSE;B-Sostanza_organismo
è;O
un;O
bene;O
-;O
tollerato;O
e;O
economico;O
naturale;O
VEGF;B-Gene_o_prodotto_genico
inibitore;O
e;O
Potevo;O
potenzialmente;O
essere;O
utile;O
in;O
cancro;B-Cancro
prevenzione;O
o;O
trattamento;O
.;O
;
Ruolo;O
di;O
il;O
interferone;B-Gene_o_prodotto_genico
-;O
inducibile;O
IFI16;B-Gene_o_prodotto_genico
gene;O
in;O
il;O
induzione;O
di;O
ICAM;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
1;I-Gene_o_prodotto_genico
di;O
Tnf;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
alfa;I-Gene_o_prodotto_genico
.;O
;
Il;O
Interferone;B-Gene_o_prodotto_genico
-;O
inducibile;O
gene;O
IFI16;B-Gene_o_prodotto_genico
""",""";O
un;O
membro;O
di;O
il;O
HIN200;B-Gene_o_prodotto_genico
famiglia;O
""",""";O
è;O
attivato;O
di;O
ossidativo;O
fatica;O
e;O
cellula;B-Cellula
densità;O
""",""";O
in;O
aggiunta;O
a;O
Interferoni;B-Gene_o_prodotto_genico
""",""";O
e;O
esso;O
è;O
implicato;O
in;O
il;O
regolamento;O
di;O
endoteliale;B-Cellula
cellula;I-Cellula
proliferazione;O
e;O
nave;B-Struttura_multi-tessuto
formazione;O
in;O
vitro;O
.;O
;
Noi;O
avere;O
mostrato;O
Quello;O
IFI16;B-Gene_o_prodotto_genico
è;O
necessario;O
per;O
proinfiammatorio;O
gene;O
stimolazione;O
di;O
IFN;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
gamma;I-Gene_o_prodotto_genico
attraverso;O
il;O
Nf;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
cappabina;I-Gene_o_prodotto_genico
complesso;O
.;O
;
Per;O
esaminare;O
se;O
IFI16;B-Gene_o_prodotto_genico
induzione;O
potrebbe;O
essere;O
esteso;O
a;O
Altro;O
proinfiammatorio;O
citochines;O
tale;O
come;O
tumore;B-Gene_o_prodotto_genico
necrosi;I-Gene_o_prodotto_genico
fattore;I-Gene_o_prodotto_genico
(;I-Gene_o_prodotto_genico
Tnf;I-Gene_o_prodotto_genico
);I-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
alfa;I-Gene_o_prodotto_genico
""",""";O
noi;O
Usato;O
il;O
strategia;O
di;O
il;O
Rna;O
interferenze;O
a;O
bussare;O
IFI16;B-Gene_o_prodotto_genico
espressione;O
""",""";O
e;O
analizzare;O
il;O
capacità;O
di;O
Tnf;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
alfa;I-Gene_o_prodotto_genico
a;O
stimolare;O
intercellulare;B-Gene_o_prodotto_genico
adesione;I-Gene_o_prodotto_genico
molecola;I-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
1;I-Gene_o_prodotto_genico
(;O
ICAM;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
1;I-Gene_o_prodotto_genico
o;O
CD54;B-Gene_o_prodotto_genico
);O
espressione;O
in;O
il;O
assenza;O
di;O
funzionale;O
IFI16;B-Gene_o_prodotto_genico
.;O
;
Studi;O
dimostrare;O
Quello;O
IFI16;B-Gene_o_prodotto_genico
media;O
ICAM;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
1;I-Gene_o_prodotto_genico
stimolazione;O
di;O
Tnf;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
alfa;I-Gene_o_prodotto_genico
attraverso;O
il;O
Nf;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
cappabina;I-Gene_o_prodotto_genico
sentiero;O
""",""";O
così;O
rinforzo;O
il;O
ruolo;O
di;O
il;O
IFI16;B-Gene_o_prodotto_genico
molecola;O
in;O
il;O
infiammazione;O
processi;O
.;O
;
Impatto;O
di;O
tumore;B-Cellula
cellula;I-Cellula
VEGF;B-Gene_o_prodotto_genico
espressione;O
Su;O
il;O
in;O
vivo;O
efficacia;O
di;O
vandetanib;B-Semplice_chimico
(;O
Zactima;B-Semplice_chimico
";";O
ZD6474;B-Semplice_chimico
);O
.;O
;
VEGF;B-Gene_o_prodotto_genico
è;O
il;O
chiave;O
giocatore;O
in;O
tumore;B-Cancro
angiogenesi;O
.;O
;
In;O
il;O
attuale;O
studio;O
""",""";O
il;O
impatto;O
di;O
VEGF;B-Gene_o_prodotto_genico
espressione;O
Su;O
il;O
risposta;O
di;O
tumori;B-Cancro
a;O
il;O
VEGFR2;B-Gene_o_prodotto_genico
associato;O
tirosina;O
chinasi;O
inibitore;O
vandetanib;B-Semplice_chimico
era;O
valutato;O
.;O
;
Materiali;O
E;O
Metodi;O
:;O
Umano;B-Organismo
colon;B-Cancro
carcinoma;I-Cancro
(;O
HT29;B-Cellula
);O
e;O
murina;B-Organismo
squamoso;B-Cancro
carcinoma;I-Cancro
(;O
Sccvii;B-Cellula
);O
clonale;O
cellula;B-Cellula
Linee;I-Cellula
esprimere;O
variando;O
livelli;O
di;O
VEGF;B-Gene_o_prodotto_genico
erano;O
stabilito;O
e;O
risposta;O
a;O
vandetanib;B-Semplice_chimico
era;O
valutato;O
in;O
cultura;O
e;O
come;O
solido;B-Cancro
tumori;I-Cancro
.;O
;
Risultati;O
:;O
Vandetanib;B-Semplice_chimico
trattamento;O
aveva;O
no;O
effetto;O
Su;O
tumore;B-Cellula
cellula;I-Cellula
clonogenico;O
cellula;B-Cellula
sopravvivenza;O
in;O
vitro;O
ma;O
dosi;O
Igienico;O
o;O
=;O
10;O
nm;O
ridotto;O
endoteliale;B-Cellula
cellula;I-Cellula
migrazione;O
.;O
;
In;O
vivo;O
""",""";O
tumori;B-Cancro
derivato;O
cellula;B-Cellula
cloni;I-Cellula
esprimere;O
alto;O
livelli;O
di;O
VEGF;B-Gene_o_prodotto_genico
visualizzato;O
migliorato;O
angiogenesi;O
e;O
aggressivo;O
crescita;O
.;O
;
Un;O
intradermal;B-Struttura_multi-tessuto
angiogenesi;O
dosaggio;O
era;O
Usato;O
a;O
dimostrare;O
Quello;O
un;O
4;O
-;O
giorno;O
trattamento;O
vandetanib;B-Semplice_chimico
(;O
50;O
mg;O
/;O
kg;O
/;O
giorno;O
);O
era;O
capace;O
a;O
inibire;O
sangue;B-Struttura_multi-tessuto
nave;I-Struttura_multi-tessuto
crescita;O
indotto;O
di;O
entrambi;O
genitore;O
e;O
alto;O
VEGF;B-Gene_o_prodotto_genico
-;O
esprimere;O
tumore;B-Cellula
cellula;I-Cellula
cloni;I-Cellula
.;O
;
In;O
il;O
HT29;B-Cancro
tumore;I-Cancro
modello;O
""",""";O
trattamento;O
risposta;O
a;O
vandetanib;B-Semplice_chimico
(;O
50;O
mg;O
/;O
kg;O
/;O
giorno;O
""",""";O
lunedì;O
-;O
venerdì;O
per;O
2;O
settimane;O
);O
era;O
in;O
xenografts;B-Cancro
derivato;O
il;O
massimo;O
VEGF;B-Gene_o_prodotto_genico
-;O
esprimere;O
cellula;B-Cellula
cloni;I-Cellula
.;O
;
UN;O
simile;O
tendenza;O
era;O
notato;O
in;O
il;O
Sccvii;B-Cancro
tumore;I-Cancro
modello;O
.;O
;
Il;O
regalo;O
reperti;O
indicare;O
Quello;O
vandetanib;B-Semplice_chimico
terapia;O
effettivamente;O
neutralizzato;O
il;O
aggressivo;O
caratteristica;O
di;O
tumore;B-Cancro
crescita;O
risultante;O
VEGF;B-Gene_o_prodotto_genico
terminato;O
-;O
esprimere;O
tumore;B-Cellula
cellule;I-Cellula
e;O
suggerire;O
Quello;O
tale;O
tumori;B-Cancro
Maggio;O
essere;O
particolarmente;O
bene;O
adatto;O
per;O
anti;O
-;O
VEGF;B-Gene_o_prodotto_genico
interventi;O
.;O
;
C;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
Sciare;I-Gene_o_prodotto_genico
sovraespressione;O
Promuoves;O
tumore;B-Cancro
crescita;O
e;O
angiogenesi;O
attraverso;O
inibizione;O
di;O
trasformazione;B-Gene_o_prodotto_genico
crescita;I-Gene_o_prodotto_genico
fattore;I-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
beta;I-Gene_o_prodotto_genico
segnalazione;O
in;O
diffondere;O
-;O
genere;O
gastrico;B-Cancro
carcinoma;I-Cancro
.;O
;
C;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
Sciare;I-Gene_o_prodotto_genico
""",""";O
originariamente;O
identificato;O
come;O
un;O
proto;O
-;O
oncogene;O
Prodotto;O
""",""";O
è;O
un;O
importante;O
negativo;O
regolatore;O
di;O
trasformazione;B-Gene_o_prodotto_genico
crescita;I-Gene_o_prodotto_genico
fattore;I-Gene_o_prodotto_genico
(;I-Gene_o_prodotto_genico
TGF;I-Gene_o_prodotto_genico
);I-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
beta;I-Gene_o_prodotto_genico
famiglia;O
segnalazione;O
attraverso;O
interazione;O
Smad2;B-Gene_o_prodotto_genico
""",""";O
Smad3;B-Gene_o_prodotto_genico
""",""";O
e;O
Smad4;B-Gene_o_prodotto_genico
.;O
;
Alto;O
espressione;O
di;O
C;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
Sciare;I-Gene_o_prodotto_genico
ha;O
stato;O
trovato;O
in;O
alcuni;O
Canceri;B-Cancro
""",""";O
Compreso;O
gastrico;B-Cancro
cancro;I-Cancro
.;O
;
Noi;O
mostrato;O
Quello;O
interruzione;O
di;O
TGF;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
beta;I-Gene_o_prodotto_genico
segnalazione;O
di;O
dominante;O
-;O
negativo;O
TGF;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
beta;I-Gene_o_prodotto_genico
genere;I-Gene_o_prodotto_genico
II;I-Gene_o_prodotto_genico
recettore;I-Gene_o_prodotto_genico
in;O
un;O
diffondere;O
-;O
genere;O
gastrico;B-Cancro
carcinoma;I-Cancro
modello;O
accelerato;O
tumore;B-Cancro
crescita;O
attraverso;O
induzione;O
di;O
tumore;B-Cancro
angiogenesi;O
di;O
diminuito;O
espressione;O
di;O
il;O
anti;O
-;O
angiogenico;O
fattore;O
trombospondin;B-Gene_o_prodotto_genico
(;I-Gene_o_prodotto_genico
TSP;I-Gene_o_prodotto_genico
);I-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
1;I-Gene_o_prodotto_genico
.;O
;
Qui;O
""",""";O
noi;O
esaminato;O
il;O
funzione;O
di;O
C;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
Sciare;I-Gene_o_prodotto_genico
in;O
umano;B-Organismo
diffondere;O
-;O
genere;O
gastrico;B-Cancro
carcinoma;I-Cancro
OCUM;B-Cellula
-;I-Cellula
2MLN;I-Cellula
cellule;I-Cellula
.;O
;
Sovraespressione;O
di;O
C;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
Sciare;I-Gene_o_prodotto_genico
inibito;O
TGF;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
beta;I-Gene_o_prodotto_genico
segnalazione;O
in;O
OCUM;B-Cellula
-;I-Cellula
2MLN;I-Cellula
cellule;I-Cellula
.;O
;
Interessante;O
""",""";O
C;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
Sciare;I-Gene_o_prodotto_genico
sovraespressione;O
risultato;O
in;O
esteso;O
accelerazione;O
di;O
il;O
crescita;O
di;O
sottocutaneo;O
xenografts;B-Cancro
in;O
Balb;B-Organismo
/;I-Organismo
C;I-Organismo
nu;I-Organismo
/;I-Organismo
nu;I-Organismo
femmina;I-Organismo
(;O
6;O
settimane;O
di;O
età;O
);O
.;O
;
Simile;O
a;O
tumori;B-Cancro
esprimere;O
dominante;O
-;O
negativo;O
TGF;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
beta;I-Gene_o_prodotto_genico
genere;I-Gene_o_prodotto_genico
II;I-Gene_o_prodotto_genico
recettore;I-Gene_o_prodotto_genico
""",""";O
istochimico;O
Studi;O
rivelato;O
meno;O
fibrosi;O
e;O
angiogenesi;O
in;O
xenoografsato;O
tumori;B-Cancro
esprimere;O
C;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
Sciare;I-Gene_o_prodotto_genico
rispetto;O
a;O
controllo;O
tumori;B-Cancro
.;O
;
Induzione;O
di;O
TSP;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
1;I-Gene_o_prodotto_genico
mRNA;O
di;O
TGF;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
beta;I-Gene_o_prodotto_genico
era;O
attenuato;O
di;O
C;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
Sciare;I-Gene_o_prodotto_genico
in;O
vitro;O
""",""";O
e;O
espressione;O
di;O
TSP;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
1;I-Gene_o_prodotto_genico
mRNA;O
era;O
diminuito;O
in;O
tumori;B-Cancro
esprimere;O
